itemNumber,title,author,description,yearPublished,retailCost
977,Captive Bride,Astra Tedstone,Multi-layered executive instruction set,4/20/1991,$18.25
978,Human development: a psychological and spiritual journey,Emalia Callard,Integrated content-based database,2/29/1988,$53.24
979,Paper Towns,Annnora Chatin,Progressive maximized process improvement,9/8/1978,$38.05
980,Ranger's Apprentice 1: The Ruins of Gorlan,Verge MacMeeking,Intuitive high-level capability,5/27/2013,$11.60
981,The Power of Now: A Guide to Spiritual Enlightenment,Aeriel Maunder,Organic high-level complexity,6/7/1975,$21.56
982,The Ages of Lulu,Salomi Shutt,Enhanced discrete software,8/22/1979,$21.02
983,The Hero with a Thousand Faces,Nerte Crann,Synchronised bi-directional interface,10/8/1989,$32.34
984,Seven Dirty Words: The Life and Crimes of George Carlin,Felita Ballsdon,Persistent fault-tolerant encryption,7/21/1972,$9.23
985,Dusk of Fire,Garrott Jaycocks,Synergized methodical software,6/18/2002,$13.51
986,Hairy Beard At Unrequited Africa,Viole Suckling,Mandatory modular architecture,8/21/1987,$22.79
987,Lucky Stiff,Kinnie Dowthwaite,Compatible responsive website,7/19/2016,$16.73
988,Surrender to the Will of the Night,Mariejeanne Brownhall,Future-proofed zero defect time-frame,12/31/1962,$20.13
989,The Making of the English Working Class,Huberto Hesbrook,Function-based attitude-oriented functionalities,3/17/1965,$26.97
990,Embrace Hour,Dorian Duffill,Operative neutral capability,2/22/1998,$11.15
991,Neighbors Kings,Zacharia Callender,Future-proofed solution-oriented database,9/28/1955,$41.28
992,Circle of Heroes,Piggy Batsford,User-friendly zero defect artificial intelligence,3/4/1979,$42.06
993,The Reluctant Husband,Aurea Tomczak,Intuitive optimal projection,5/10/1994,$52.80
994,From the Detective of the Dark Pirate,Codie Goldbourn,Up-sized responsive parallelism,4/21/2003,$21.98
995,Lost and Found: A Novella from Hero,Georgeanne Coutts,Mandatory empowering superstructure,9/6/2006,$10.02
996,City Seduced,Halsy Brunelleschi,Mandatory zero tolerance archive,7/11/2015,$31.91
997,Space of Lord,Cello Ballendine,Inverse solution-oriented collaboration,5/14/2011,$15.77
998,Jenny Everywhere Comet,Josefa Forsdike,Object-based intangible ability,7/14/1951,$51.84
999,Walking the Noble Path: The Five Mindfulness Trainings,Cedric Puleque,Re-contextualized homogeneous encryption,12/4/1969,$34.67
1000,The Wolf Worlds,Ewan Longo,Secured composite extranet,12/12/1980,$9.56
1001,The Mystery At the English Priestess,Josi Larner,Multi-channelled systematic hub,8/15/1950,$40.89
1002,The Insects the Wrath Went,Roselle Sarjeant,Multi-tiered optimal project,1/3/1968,$42.87
1003,Poisoned Tarts,Raimund Cornels,Triple-buffered non-volatile help-desk,3/12/1963,$8.41
1004,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Clemmy Nevins,Robust modular time-frame,5/5/1982,$16.66
1005,Enchanter,Harrietta Bentson,Reverse-engineered secondary Graphical User Interface,9/15/1963,$41.51
1006,Allegiant,Deloria Woolens,Configurable tertiary matrices,5/22/1957,$43.40
1007,The Dead of the Green Patrol,Winifred Acland,Extended content-based software,10/23/1971,$43.98
1008,A Savage Sleepers On Shambler,Wes Ambroisin,Reverse-engineered context-sensitive synergy,9/11/2011,$19.33
1009,The Manufacture of Madness,Charlot Alderman,Fully-configurable background internet solution,7/20/1991,$34.43
1010,The Quantum Thief,Kelcie Raunds,Virtual 24 hour knowledge base,5/26/2016,$41.43
1011,To Understand and be Understood: A Practical Guide to Successful Relationships,Berti Jacquet,Multi-layered cohesive productivity,1/5/1979,$18.21
1012,The Valley Above the Priceless Sword,Laetitia Blencoe,Visionary coherent throughput,3/19/1990,$21.11
1013,The Ghost For the Birthday Present,Hagen Glitherow,Robust dedicated budgetary management,11/29/1997,$30.63
1014,Quarantine,Katalin Parren,Managed logistical circuit,2/10/1960,$30.67
1015,Remains of Innocence,Charleen Irnis,Team-oriented national hardware,5/18/2010,$46.02
1016,Allegiant,Cordy Kobu,Sharable full-range service-desk,8/12/1972,$16.18
1017,The Captive's Return (Mills & Boon Vintage Intrigue),Garwin Astall,Pre-emptive zero administration toolset,7/5/1987,$14.49
1018,Unlock Your Mind Power - More Friends,Talya Reoch,Vision-oriented hybrid complexity,4/2/1990,$11.52
1019,The Tragic Accidental Paladins,Tatum Garrit,Organized dedicated firmware,3/16/1965,$7.60
1020,Desired (Book #5 in the Vampire Journals),Saunder Keuneke,Customizable 3rd generation Graphical User Interface,9/9/1964,$43.99
1021,The Alexandria Connection,Claudell Revie,Open-source reciprocal definition,3/4/2013,$30.09
1022,The Smasher,Ola De Luna,Self-enabling national customer loyalty,4/12/1979,$50.80
1023,The Slightly Bruised Glory of Cedar B. Hartley: (Who Can't Help Flying High and Falling in Deep),Donavon Warmisham,Stand-alone disintermediate solution,6/28/1954,$22.83
1024,Something Coming Through,Lindsay Trathen,Open-architected zero tolerance product,5/19/2007,$53.40
1025,Shadow of the Wolf,Hobey Sheryn,Distributed tangible flexibility,12/3/1950,$35.28
1026,The Hymnal 1982: Basic Singers,Mellisent Aimeric,Cloned mission-critical portal,5/26/1966,$20.85
1027,Francesca's Party,Hortense Mattaser,Triple-buffered bandwidth-monitored parallelism,5/29/2011,$29.43
1028,The Cemetery On the Eternal Suicide,Bryan Hemphall,Focused impactful help-desk,4/22/1993,$38.86
1029,The Heiress,Cecilio Belsher,Quality-focused systematic collaboration,12/3/2011,$36.12
1030,Light A Penny Candle,Shay Major,Implemented analyzing definition,8/15/1963,$39.77
1031,The Complete Beast House Chronicles,Pedro Peplow,Open-source radical extranet,1/16/2017,$54.56
1032,The Heroic Life of George Gissing,Blakelee Whild,Re-engineered leading edge instruction set,8/5/1996,$34.80
1033,Out of the Orchid,Christean Martinolli,User-centric directional emulation,7/16/2012,$48.07
1034,Donor: A Dr Steven Dunbar Thriller: Book 1,Zola Squelch,Team-oriented fresh-thinking access,9/9/1958,$34.45
1035,At a Dancers with a God,Ozzy Goldingay,Grass-roots motivating capacity,3/28/1990,$44.59
1036,The Witchcraft Sourcebook,Kamillah Donoher,Monitored optimizing toolset,1/30/1951,$6.76
1037,In the Africa,Abey Bummfrey,Assimilated 24 hour core,1/5/1991,$48.55
1038,Firefight,Toiboid Scardifield,Networked full-range moderator,5/12/2006,$24.90
1039,Killed Voice,Camey Goacher,Diverse local toolset,2/11/1998,$19.08
1040,Life and Adventures 1776-1801: Text Classics,Alaine Scobie,Monitored 4th generation success,7/2/1983,$49.33
1041,The Girl of the Strange Evolution,Magdalene Kornalik,Diverse mission-critical product,3/10/1999,$42.82
1042,When You Give a Duke a Diamond: [series title]The Fallen Ladies,Bucky Bowater,Programmable leading edge contingency,2/27/2000,$50.29
1043,Dancers and Moonlight,Adaline Alban,Versatile explicit support,7/24/2010,$34.10
1044,The Last Wish,Neilla Larkcum,Implemented optimal encoding,7/29/1951,$27.25
1045,The Missing Honor,Liana Spratt,Vision-oriented intermediate customer loyalty,2/19/2016,$46.97
1046,The Discarded Image,Verge Dinnies,Optional 3rd generation instruction set,4/2/1986,$5.36
1047,Perl Cookbook,Morrie Karpmann,Function-based clear-thinking core,4/18/1987,$45.87
1048,Learn French In A Hurry: Grasp the Basics of Francais Tout De Suite,Kelby Mapston,Object-based bi-directional knowledge user,5/24/1966,$23.44
1049,Taking Chances,Kiri Tessington,Open-architected dedicated projection,7/21/1972,$54.88
1050,Fell by Blood,Lay Immer,Secured heuristic moratorium,1/8/1954,$28.58
1051,When Helping Hurts: How to Alleviate Poverty Without Hurting the Poor . . . and Yourself,Filmer Jeanequin,Focused neutral customer loyalty,12/1/1964,$19.95
1052,The Architect's Apprentice,Carolyn Grinnell,Up-sized disintermediate database,6/6/1950,$34.53
1053,Backward,Dynah Belin,Balanced transitional circuit,4/18/1955,$21.77
1054,The Freedman in the Roman World,Mora Vautin,Synchronised homogeneous architecture,4/5/2011,$39.94
1055,The Deception that Saw the Beasts,Jeremie Deverill,Adaptive bandwidth-monitored functionalities,1/12/1954,$9.62
1056,The Edible Muddy Gurov,Coreen Kemsley,Seamless uniform interface,6/5/2008,$16.13
1057,The American Disease : Origins of Narcotic Control,Jordan Burrill,Reduced executive leverage,6/28/1965,$38.04
1058,The Copper Wall,Hayward Heinrici,Switchable dynamic concept,3/9/1951,$46.26
1059,To Kill A Mockingbird,Liz Bardill,Streamlined zero tolerance toolset,8/12/1951,$54.60
1060,Save Compendium,Maddy Shirt,Proactive even-keeled attitude,5/19/1984,$54.01
1061,The Time Bookkeeper,Karia McRannell,Stand-alone modular function,2/10/1998,$27.84
1062,The Hollywood that Tricked the Age,Fitz Ohrt,Advanced encompassing info-mediaries,1/7/1966,$31.23
1063,The Vampiric Angelo,Dulsea Navarro,Programmable web-enabled process improvement,5/11/1964,$42.70
1064,Icing Ivy,Valeria Dowty,Fundamental real-time framework,11/2/1977,$47.94
1065,The Journal of Henry David Thoreau,Terra Pirazzi,De-engineered composite circuit,11/12/2016,$23.66
1066,A One Bishop Without Dream,Merle Dmiterko,Extended human-resource implementation,10/13/1968,$5.22
1067,Boy Spoke,Jorey Penhalewick,Right-sized real-time knowledge user,10/24/2002,$15.68
1068,Red Rising,Worthington Mewes,Future-proofed optimal encryption,9/2/1998,$5.29
1069,Supreme Tomb,Vlad Cudd,Organized 24 hour budgetary management,7/23/1977,$24.37
1070,Bites in the Empire,Chelsea Crack,Ergonomic executive benchmark,1/14/1972,$13.91
1071,At the Power of the Accusing Guard,Larine Ovington,Enhanced asynchronous product,12/1/1976,$54.34
1072,Some of the Best from Tor.com: 2012 Edition,Edin Rickett,Horizontal responsive focus group,1/4/2001,$26.76
1073,Found (Book #8 in the Vampire Journals),Fran Flageul,Front-line contextually-based artificial intelligence,8/23/1980,$51.24
1074,Sten,Kessia Hurdle,Virtual hybrid hub,10/3/1997,$47.05
1075,Damned Deception,Annabal Jackson,Centralized dedicated algorithm,11/30/1986,$49.79
1076,The Death of Money,Rachel Antoons,Ergonomic neutral artificial intelligence,7/28/1985,$33.25
1077,Talking Sense,Claudell Chark,De-engineered full-range website,12/8/1952,$33.59
1078,Land,Jacinda Fearnyough,Profound object-oriented support,10/7/1976,$22.60
1079,The Six Spare Feast,Ellette Shillom,Ameliorated zero tolerance access,6/23/1991,$13.35
1080,Clean -  Expanded Edition,Birk Pidgeley,Operative eco-centric challenge,10/1/1997,$14.30
1081,Saw to Ride,Gothart Eyree,Universal intangible attitude,11/12/1984,$25.82
1082,Mack's Witness,Hakeem Aisman,Upgradable transitional success,12/5/1993,$22.76
1083,The Fallen Cosmic Soul,Egan Selbie,De-engineered transitional approach,7/5/1995,$6.52
1084,Things Above Secret Discovery,Vere Agney,Team-oriented human-resource methodology,9/12/1957,$23.24
1085,The Creek Beyond,Esra Alfonsini,Public-key multi-tasking utilisation,5/13/1977,$11.67
1086,Buy High,Chad Quarmby,Upgradable client-server interface,6/11/1989,$40.49
1087,To Kill A Mockingbird,Lorettalorna Jacke,Innovative client-server product,5/8/2011,$5.82
1088,The Girl Next Door,Benedicta Clorley,Vision-oriented motivating knowledge base,9/8/1995,$25.74
1089,A Man in Full,Sunny Bustin,Enhanced scalable hub,5/13/1958,$34.84
1090,The Metamorphoses: Selected Stories in Verse,Jaime De Hooch,Fully-configurable optimizing paradigm,10/27/1989,$14.56
1091,'Tis the Season Bundle,Marena Folkes,Managed secondary groupware,5/28/2014,$42.42
1092,Lord of the Flies,Rosa Sante,Enterprise-wide 4th generation attitude,4/16/1994,$24.06
1093,Hand Murdered the Earth,Erskine Clausius,Function-based coherent strategy,9/10/1953,$38.52
1094,The Cupid of Two Bloodline,Kissie Shellsheere,Operative local conglomeration,3/6/1975,$19.38
1095,Wakulla Springs,Leonardo Benazet,Diverse mobile knowledge base,5/28/2008,$50.03
1096,Killer in Undead Magic,Ferdinanda Millyard,Managed asymmetric task-force,9/23/1976,$42.27
1097,Magic Lies Farm House,Georgette Sappy,Ergonomic zero tolerance projection,4/19/1971,$34.15
1098,English Skull,Hollie Trevaskus,Business-focused national framework,11/28/2011,$21.33
1099,Rendezvous With Rama,Fremont Andri,Triple-buffered asymmetric knowledge base,11/18/1974,$20.30
1100,All That Lives Must Die,Bayard Bousquet,Enhanced high-level monitoring,4/27/1964,$32.90
